ticket_id,client_id,department,opened_date,resolved_date,sla_hours,priority,agent_id,resolution_hours,sla_met,opened_week,month_opened,ticket_age_days,priority_level,client_name,industry,location,agent_name,team,seniority_level
T0495,C037,Cloud Services,2025-02-23 02:46:49,2025-02-23 11:28:18.993074,48,Medium,A015,8.691664742777778,1,8,2025-02,68,2,Bowen-Jones,Retail,East Alicia,David Perkins,Tier 1,Junior
T0496,C018,Cloud Services,2025-02-01 21:46:58,2025-02-02 05:50:10.298208,24,Low,A015,8.053416168888889,1,5,2025-02,90,1,"Turner, Cameron and Woodard",Technology,Port Crystalville,David Perkins,Tier 1,Junior
T0497,C049,IT Support,2025-01-26 09:58:18,2025-01-26 13:32:36.588824,48,Medium,A005,3.571830228888889,1,4,2025-01,96,2,Thomas Ltd,Finance,Cabreraport,Kimberly Harvey,Tier 3,Junior
T0498,C012,Networking,2024-12-31 19:50:49,2025-01-02 08:11:56.401448,72,Medium,A004,36.35205595777778,1,1,2024-12,122,2,Dominguez-Steele,Retail,Georgemouth,Michelle Allen,Tier 3,Mid
T0499,C030,Cloud Services,2024-11-04 12:03:46,2024-11-04 20:51:14.939074,72,High,A003,8.791371965,1,45,2024-11,179,3,"Santana, Booth and Spears",Education,North Michele,Michael Lloyd,Tier 1,Junior
T0500,C027,Networking,2024-11-26 08:52:42,2024-12-03 00:27:53.614016,48,Low,A027,159.58655944888886,0,48,2024-11,157,1,Strong LLC,Retail,East Megan,Timothy Smith,Tier 1,Mid
T0501,C015,IT Support,2024-11-13 13:06:41,2024-11-13 21:28:54.395162,24,Low,A005,8.370387545,1,46,2024-11,170,1,Watson LLC,Education,Josephhaven,Kimberly Harvey,Tier 3,Junior
T0502,C037,Security,2025-04-09 05:24:27,2025-04-12 20:02:03.406113,48,High,A004,86.62677947583333,0,15,2025-04,23,3,Bowen-Jones,Retail,East Alicia,Michelle Allen,Tier 3,Mid
T0503,C029,IT Support,2024-11-12 18:29:02,2024-11-23 07:27:31.210444,48,Medium,A030,252.9747806788889,0,46,2024-11,171,2,Stuart and Sons,Education,Lake Meghan,Kathleen Sullivan,Tier 1,Junior
T0504,C048,Networking,2025-04-12 03:44:16,2025-04-13 03:25:23.698570,48,Medium,A005,23.685471824999997,1,15,2025-04,20,2,Lewis-Cole,Technology,North Patrickville,Kimberly Harvey,Tier 3,Junior
T0505,C045,Networking,2025-04-26 05:19:11,2025-04-27 12:30:45.919811,48,Low,A023,31.193033280833333,1,17,2025-04,6,1,"Holmes, Pace and Gomez",Finance,West Carolynberg,Zachary Adams,Tier 3,Senior
T0506,C032,IT Support,2025-04-08 12:39:05,2025-04-09 16:31:13.877770,48,Low,A017,27.86913271388889,1,15,2025-04,24,1,"Navarro, Franklin and Mosley",Education,Victoriaview,Brandi Fernandez,Tier 2,Senior
T0507,C021,Cloud Services,2025-01-26 20:53:54,2025-01-28 06:53:22.652298,48,High,A004,33.991292305,1,4,2025-01,96,3,Lopez and Sons,Finance,Stephensonbury,Michelle Allen,Tier 3,Mid
T0508,C024,IT Support,2024-11-28 05:30:30,2024-11-29 01:59:06.911226,48,Medium,A015,20.476919785,1,48,2024-11,155,2,"Davis, Craig and Griffith",Healthcare,Rodriguezside,David Perkins,Tier 1,Junior
T0509,C017,Security,2025-01-25 01:28:32,2025-01-28 10:55:43.535570,48,High,A008,81.453204325,0,4,2025-01,97,3,Pollard-Simmons,Education,South Codyfurt,Jacqueline Smith,Tier 2,Junior
T0510,C019,IT Support,2025-01-21 02:35:22,2025-01-21 21:30:50.605903,72,Medium,A008,18.924612750833333,1,4,2025-01,101,2,Smith Ltd,Healthcare,Jamesville,Jacqueline Smith,Tier 2,Junior
T0511,C036,Networking,2025-04-28 10:18:48,2025-04-28 12:14:44.783949,48,Low,A027,1.9324399858333332,1,18,2025-04,4,1,Medina-Taylor,Technology,New Joshuabury,Timothy Smith,Tier 1,Mid
T0512,C045,Security,2025-03-06 21:33:07,2025-03-11 16:50:36.014206,72,High,A021,115.29139283500001,0,10,2025-03,57,3,"Holmes, Pace and Gomez",Finance,West Carolynberg,Dakota Smith,Tier 2,Senior
T0513,C005,IT Support,2024-11-07 18:20:37,2024-11-10 12:05:50.559274,48,Medium,A009,65.753766465,0,45,2024-11,176,2,Molina and Sons,Technology,Clarkport,Rachel Fletcher,Tier 2,Senior
T0514,C017,Security,2025-01-22 03:36:26,2025-01-26 08:13:47.957765,72,Medium,A016,100.62276604583333,0,4,2025-01,100,2,Pollard-Simmons,Education,South Codyfurt,Erica Rich,Tier 3,Senior
T0515,C006,Security,2025-03-09 13:57:04,2025-03-09 18:40:19.652714,72,Medium,A004,4.721014642777778,1,10,2025-03,54,2,Ward Ltd,Finance,Dicksonburgh,Michelle Allen,Tier 3,Mid
T0516,C024,Security,2024-12-04 18:50:19,2024-12-05 10:59:38.161054,48,Medium,A011,16.155322514999998,1,49,2024-12,149,2,"Davis, Craig and Griffith",Healthcare,Rodriguezside,Eric Morris,Tier 2,Junior
T0517,C017,Security,2025-04-16 10:08:32,2025-04-21 10:37:26.272352,48,High,A027,120.48174232,0,16,2025-04,16,3,Pollard-Simmons,Education,South Codyfurt,Timothy Smith,Tier 1,Mid
T0518,C047,Cloud Services,2024-11-09 13:52:52,2024-11-10 15:00:40.842155,72,High,A003,25.130233931944446,1,45,2024-11,174,3,Morrison-Reyes,Finance,South Brenda,Michael Lloyd,Tier 1,Junior
T0519,C045,IT Support,2025-02-02 09:58:03,2025-02-02 20:42:24.731431,24,Medium,A001,10.739369841944445,1,5,2025-02,89,2,"Holmes, Pace and Gomez",Finance,West Carolynberg,Lisa Dennis,Tier 3,Mid
T0520,C038,Security,2025-03-12 03:22:33,2025-03-16 14:41:34.028229,24,Medium,A013,107.31695228583332,0,11,2025-03,51,2,Johnson-Daniels,Technology,North Christopher,Tyler Rivera,Tier 2,Senior
T0521,C016,Networking,2025-03-09 06:35:15,2025-03-16 09:25:12.143384,48,Medium,A029,170.8325398288889,0,10,2025-03,54,2,Watson-Norton,Finance,East Mark,Sherry Phillips,Tier 1,Senior
T0522,C010,Networking,2024-11-18 01:22:46,2024-11-18 02:52:07.261451,72,Medium,A021,1.4892392919444446,1,47,2024-11,165,2,Thompson Group,Technology,West Loganchester,Dakota Smith,Tier 2,Senior
T0523,C024,Security,2025-03-26 01:24:43,2025-03-26 22:44:14.950753,72,Low,A025,21.325541875833334,1,13,2025-03,37,1,"Davis, Craig and Griffith",Healthcare,Rodriguezside,Heather Eaton,Tier 2,Mid
T0524,C050,Cloud Services,2024-11-05 15:16:57,2024-11-08 18:58:32.534457,72,High,A008,75.69320401583333,0,45,2024-11,178,3,Alvarado Ltd,Education,Port Davidville,Jacqueline Smith,Tier 2,Junior
T0525,C001,Cloud Services,2025-02-06 17:12:11,2025-02-07 09:57:21.268668,24,High,A001,16.752852407777777,1,6,2025-02,85,3,"Reese, Brown and Carpenter",Education,North Chasefort,Lisa Dennis,Tier 3,Mid
T0526,C008,IT Support,2025-04-18 15:02:17,2025-04-18 18:28:16.992172,24,High,A009,3.433331158888889,1,16,2025-04,14,3,"Taylor, Graham and Bradley",Retail,Williamsport,Rachel Fletcher,Tier 2,Senior
T0527,C002,Security,2025-05-02 11:22:10,2025-05-05 09:06:36.256598,72,Low,A009,69.74062683277778,1,18,2025-05,0,1,"Dunn, Gomez and Harmon",Technology,Fordhaven,Rachel Fletcher,Tier 2,Senior
T0528,C004,Networking,2025-01-04 14:45:09,2025-01-07 04:23:52.165960,48,Low,A011,61.645323877777784,0,1,2025-01,118,1,"Wheeler, Beasley and Knight",Technology,North Louisborough,Eric Morris,Tier 2,Junior
T0529,C013,IT Support,2025-04-23 06:30:37,2025-04-24 03:06:03.015532,24,Medium,A013,20.59055987,1,17,2025-04,9,2,Larsen-Strickland,Technology,Port Melissafort,Tyler Rivera,Tier 2,Senior
T0530,C016,Networking,2025-01-20 07:07:32,2025-01-26 12:06:03.797246,48,Low,A023,148.975499235,0,4,2025-01,102,1,Watson-Norton,Finance,East Mark,Zachary Adams,Tier 3,Senior
T0531,C038,Cloud Services,2025-04-23 13:23:08,2025-04-27 05:58:33.119700,48,Low,A026,88.59031102777777,0,17,2025-04,9,1,Johnson-Daniels,Technology,North Christopher,Dan Ryan,Tier 3,Senior
T0532,C034,Security,2025-02-28 19:20:19,2025-03-01 20:05:19.160912,48,Medium,A023,24.75004469777778,1,9,2025-02,63,2,Johnson-Baldwin,Healthcare,Yangborough,Zachary Adams,Tier 3,Senior
T0533,C027,Networking,2025-01-07 19:54:59,2025-01-13 03:02:03.960336,48,Medium,A021,127.11804453777778,0,2,2025-01,115,2,Strong LLC,Retail,East Megan,Dakota Smith,Tier 2,Senior
T0534,C030,IT Support,2025-04-28 07:43:28,2025-05-02 00:21:44.235516,48,Low,A019,88.63784319888889,0,18,2025-04,4,1,"Santana, Booth and Spears",Education,North Michele,Gina Garcia,Tier 2,Junior
T0535,C022,Security,2025-03-11 02:15:28,2025-03-11 23:30:57.219662,48,High,A023,21.25811657277778,1,11,2025-03,52,3,Ochoa and Sons,Technology,North John,Zachary Adams,Tier 3,Senior
T0536,C036,Cloud Services,2025-01-15 05:28:10,2025-01-19 06:16:51.363344,48,Medium,A020,96.81148981777778,0,3,2025-01,107,2,Medina-Taylor,Technology,New Joshuabury,Alexander Morton,Tier 2,Senior
T0537,C028,Networking,2025-01-19 11:50:33,2025-01-21 18:55:46.354861,48,High,A024,55.08704301694444,0,3,2025-01,103,3,"Lee, Frye and Gonzalez",Finance,Butlermouth,Kaitlyn Patrick,Tier 3,Junior
T0538,C004,IT Support,2024-12-27 02:27:08,2024-12-27 18:53:23.053078,48,High,A008,16.437514743888887,1,52,2024-12,126,3,"Wheeler, Beasley and Knight",Technology,North Louisborough,Jacqueline Smith,Tier 2,Junior
T0539,C014,Networking,2025-01-19 07:50:43,2025-01-19 23:02:38.956901,48,Low,A002,15.198876916944444,1,3,2025-01,103,1,Mendez Group,Finance,Shannonbury,Michelle Henderson,Tier 3,Senior
T0540,C049,Security,2025-03-02 20:34:31,2025-03-05 09:58:25.192361,48,Low,A017,61.39838676694444,0,9,2025-03,61,1,Thomas Ltd,Finance,Cabreraport,Brandi Fernandez,Tier 2,Senior
T0541,C032,Networking,2025-04-07 23:48:43,2025-04-09 10:09:48.514534,24,Medium,A023,34.351531815,0,15,2025-04,25,2,"Navarro, Franklin and Mosley",Education,Victoriaview,Zachary Adams,Tier 3,Senior
T0542,C006,IT Support,2025-02-05 01:00:39,2025-02-06 19:01:32.290303,48,High,A029,42.01480286194444,1,6,2025-02,86,3,Ward Ltd,Finance,Dicksonburgh,Sherry Phillips,Tier 1,Senior
T0543,C043,Security,2024-12-20 16:23:05,2024-12-26 00:38:29.678630,72,Medium,A002,128.256855175,0,51,2024-12,133,2,Clark PLC,Education,Jenniferfurt,Michelle Henderson,Tier 3,Senior
T0544,C015,Security,2025-03-25 19:50:06,2025-03-26 13:52:46.279826,72,Medium,A017,18.04452217388889,1,13,2025-03,38,2,Watson LLC,Education,Josephhaven,Brandi Fernandez,Tier 2,Senior
T0545,C037,IT Support,2024-12-01 06:55:56,2024-12-02 05:40:13.495174,72,Medium,A026,22.73819310388889,1,48,2024-12,152,2,Bowen-Jones,Retail,East Alicia,Dan Ryan,Tier 3,Senior
T0546,C025,Cloud Services,2025-02-17 06:12:17,2025-02-18 22:07:10.024536,72,Medium,A015,39.91472903777778,1,8,2025-02,74,2,Rivera LLC,Healthcare,East Justin,David Perkins,Tier 1,Junior
T0547,C013,IT Support,2024-11-18 20:09:00,2024-11-19 04:55:04.567706,72,High,A012,8.767935473888889,1,47,2024-11,165,3,Larsen-Strickland,Technology,Port Melissafort,Lindsay Cook,Tier 2,Junior
T0548,C025,Networking,2025-01-14 10:59:36,2025-01-14 17:39:21.184500,48,Low,A020,6.66255125,1,3,2025-01,108,1,Rivera LLC,Healthcare,East Justin,Alexander Morton,Tier 2,Senior
T0549,C042,IT Support,2025-04-25 23:26:25,2025-04-29 00:31:04.805150,48,Medium,A016,73.07772365277776,0,17,2025-04,7,2,"Martinez, Ramirez and Bailey",Healthcare,Williamsville,Erica Rich,Tier 3,Senior
T0550,C035,Security,2025-01-04 15:47:54,2025-01-05 15:08:31.538390,72,Low,A014,23.34376066388889,1,1,2025-01,118,1,"Hill, Kirby and Alvarado",Retail,Derekchester,Courtney Thompson,Tier 2,Junior
T0551,C007,IT Support,2025-01-17 22:19:06,2025-01-20 21:01:33.487036,24,Low,A005,70.70763528777778,0,3,2025-01,105,1,Ortega-Guerrero,Retail,North Ricardo,Kimberly Harvey,Tier 3,Junior
T0552,C016,IT Support,2025-03-27 03:48:16,2025-03-30 14:41:58.634716,72,Medium,A011,82.89517631,0,13,2025-03,36,2,Watson-Norton,Finance,East Mark,Eric Morris,Tier 2,Junior
T0553,C036,IT Support,2025-02-21 05:43:27,2025-02-23 20:39:37.761064,48,Medium,A013,62.936322517777775,0,8,2025-02,70,2,Medina-Taylor,Technology,New Joshuabury,Tyler Rivera,Tier 2,Senior
T0554,C007,Cloud Services,2025-01-30 21:45:27,2025-01-31 14:33:24.441764,24,Medium,A028,16.79928937888889,1,5,2025-01,92,2,Ortega-Guerrero,Retail,North Ricardo,Stefanie Palmer,Tier 2,Junior
T0555,C028,Cloud Services,2024-11-11 13:26:05,2024-11-18 21:43:24.755204,24,Medium,A001,176.28882089,0,46,2024-11,172,2,"Lee, Frye and Gonzalez",Finance,Butlermouth,Lisa Dennis,Tier 3,Mid
T0556,C035,IT Support,2025-01-13 13:50:59,2025-01-17 23:53:34.185102,48,Low,A022,106.04310697277778,0,3,2025-01,109,1,"Hill, Kirby and Alvarado",Retail,Derekchester,Michael Nunez,Tier 2,Junior
T0557,C047,IT Support,2025-03-01 10:13:14,2025-03-04 11:20:25.521182,48,Medium,A013,73.119866995,0,9,2025-03,62,2,Morrison-Reyes,Finance,South Brenda,Tyler Rivera,Tier 2,Senior
T0558,C022,IT Support,2024-11-26 15:10:43,2024-11-27 14:03:15.273295,48,Low,A010,22.875631470833333,1,48,2024-11,157,1,Ochoa and Sons,Technology,North John,Donna Osborne DVM,Tier 2,Junior
T0559,C038,IT Support,2025-04-25 02:29:24,2025-04-25 04:01:20.826310,72,High,A020,1.532451752777778,1,17,2025-04,7,3,Johnson-Daniels,Technology,North Christopher,Alexander Morton,Tier 2,Senior
T0560,C036,Networking,2024-11-10 07:54:21,2024-11-10 08:23:04.401871,48,Medium,A006,0.4787227419444445,1,45,2024-11,173,2,Medina-Taylor,Technology,New Joshuabury,Laura Ward,Tier 2,Junior
T0561,C016,Security,2025-04-23 16:10:05,2025-04-26 13:08:01.258420,48,Low,A028,68.9656273388889,0,17,2025-04,9,1,Watson-Norton,Finance,East Mark,Stefanie Palmer,Tier 2,Junior
T0562,C042,Security,2025-01-01 17:28:59,2025-01-09 04:32:10.966608,24,Medium,A009,179.0533240577778,0,1,2025-01,121,2,"Martinez, Ramirez and Bailey",Healthcare,Williamsville,Rachel Fletcher,Tier 2,Senior
T0563,C032,Cloud Services,2024-11-13 07:29:53,2024-11-13 13:38:43.303652,48,Low,A001,6.14730657,1,46,2024-11,170,1,"Navarro, Franklin and Mosley",Education,Victoriaview,Lisa Dennis,Tier 3,Mid
T0564,C012,Cloud Services,2025-02-13 22:31:41,2025-02-16 15:00:29.569804,48,Medium,A021,64.4801582788889,0,7,2025-02,78,2,Dominguez-Steele,Retail,Georgemouth,Dakota Smith,Tier 2,Senior
T0565,C047,Security,2025-01-17 04:10:14,2025-01-19 06:04:43.678958,72,Low,A011,49.908244155,1,3,2025-01,105,1,Morrison-Reyes,Finance,South Brenda,Eric Morris,Tier 2,Junior
T0566,C008,IT Support,2024-11-07 16:47:08,2024-11-11 05:46:21.528622,48,Medium,A004,84.98709128388889,0,45,2024-11,176,2,"Taylor, Graham and Bradley",Retail,Williamsport,Michelle Allen,Tier 3,Mid
T0567,C029,Networking,2025-04-01 13:30:33,2025-04-06 03:46:20.866366,72,Medium,A013,110.26329621277777,0,14,2025-04,31,2,Stuart and Sons,Education,Lake Meghan,Tyler Rivera,Tier 2,Senior
T0568,C026,Cloud Services,2025-04-23 10:14:45,2025-04-26 04:17:59.206914,48,High,A009,66.053946365,0,17,2025-04,9,3,Parker-Mitchell,Retail,South Charles,Rachel Fletcher,Tier 2,Senior
T0569,C020,Networking,2025-01-23 14:20:17,2025-01-24 03:27:28.525347,48,Medium,A028,13.119868151944445,1,4,2025-01,99,2,"Garza, Lewis and Wilson",Education,Rodriguezburgh,Stefanie Palmer,Tier 2,Junior
T0570,C026,Cloud Services,2025-04-16 10:43:37,2025-04-19 10:44:22.055177,48,Medium,A025,72.01251532694444,0,16,2025-04,16,2,Parker-Mitchell,Retail,South Charles,Heather Eaton,Tier 2,Mid
T0571,C045,Security,2025-01-29 08:16:47,2025-01-31 07:01:46.592030,72,Low,A021,46.749886675,1,5,2025-01,93,1,"Holmes, Pace and Gomez",Finance,West Carolynberg,Dakota Smith,Tier 2,Senior
T0572,C031,Cloud Services,2025-02-10 05:29:00,2025-02-11 17:26:45.334177,72,Medium,A001,35.962592826944444,1,7,2025-02,81,2,Serrano-Larsen,Retail,Tonyborough,Lisa Dennis,Tier 3,Mid
T0573,C024,Networking,2025-04-03 07:16:24,2025-04-04 03:35:49.858761,72,Medium,A015,20.32384965583333,1,14,2025-04,29,2,"Davis, Craig and Griffith",Healthcare,Rodriguezside,David Perkins,Tier 1,Junior
T0574,C026,IT Support,2025-04-16 11:26:41,2025-04-16 14:26:48.723803,48,High,A020,3.0021455008333335,1,16,2025-04,16,3,Parker-Mitchell,Retail,South Charles,Alexander Morton,Tier 2,Senior
T0575,C033,Networking,2024-12-10 12:12:33,2024-12-12 12:03:10.830933,48,Medium,A002,47.84384192583333,1,50,2024-12,143,2,Sullivan Group,Education,Port Dianastad,Michelle Henderson,Tier 3,Senior
T0576,C021,Networking,2024-12-30 06:00:01,2024-12-30 19:17:34.699318,48,Low,A006,13.292694254999999,1,1,2024-12,123,1,Lopez and Sons,Finance,Stephensonbury,Laura Ward,Tier 2,Junior
T0577,C014,Networking,2024-11-28 13:45:01,2024-12-03 20:29:05.206724,72,Low,A030,126.73450186777778,0,48,2024-11,155,1,Mendez Group,Finance,Shannonbury,Kathleen Sullivan,Tier 1,Junior
T0578,C008,Cloud Services,2025-02-21 01:06:47,2025-02-22 16:36:56.206726,72,High,A012,39.50255742388889,1,8,2025-02,70,3,"Taylor, Graham and Bradley",Retail,Williamsport,Lindsay Cook,Tier 2,Junior
T0579,C013,Networking,2024-11-29 03:16:45,2024-12-02 20:21:02.364817,72,High,A028,89.07149022694445,0,48,2024-11,154,3,Larsen-Strickland,Technology,Port Melissafort,Stefanie Palmer,Tier 2,Junior
T0580,C004,Security,2024-12-28 06:22:39,2024-12-30 10:02:07.479312,24,Medium,A024,51.657910920000006,0,52,2024-12,125,2,"Wheeler, Beasley and Knight",Technology,North Louisborough,Kaitlyn Patrick,Tier 3,Junior
T0581,C012,Security,2024-11-19 22:30:13,2024-11-22 10:12:27.304675,72,Medium,A018,59.70397352083333,1,47,2024-11,164,2,Dominguez-Steele,Retail,Georgemouth,Amy Santiago,Tier 2,Senior
T0582,C018,Networking,2024-12-15 05:39:00,2024-12-17 00:51:55.514379,24,Low,A012,43.21542066083333,0,50,2024-12,138,1,"Turner, Cameron and Woodard",Technology,Port Crystalville,Lindsay Cook,Tier 2,Junior
T0583,C034,IT Support,2025-04-25 11:35:08,2025-04-28 15:05:36.644966,72,High,A021,75.507956935,0,17,2025-04,7,3,Johnson-Baldwin,Healthcare,Yangborough,Dakota Smith,Tier 2,Senior
T0584,C008,IT Support,2025-04-23 13:38:55,2025-04-29 16:18:30.583220,72,High,A030,146.65988422777778,0,17,2025-04,9,3,"Taylor, Graham and Bradley",Retail,Williamsport,Kathleen Sullivan,Tier 1,Junior
T0585,C001,Security,2024-11-24 22:23:41,2024-11-27 11:12:42.622596,48,Medium,A027,60.81711738777778,0,47,2024-11,159,2,"Reese, Brown and Carpenter",Education,North Chasefort,Timothy Smith,Tier 1,Mid
T0586,C029,Networking,2025-02-05 19:35:28,2025-02-12 06:17:56.097020,72,Medium,A005,154.70780472777778,0,6,2025-02,86,2,Stuart and Sons,Education,Lake Meghan,Kimberly Harvey,Tier 3,Junior
T0587,C028,Networking,2025-01-21 05:01:58,2025-01-21 05:28:06.948634,48,High,A021,0.435819065,1,4,2025-01,101,3,"Lee, Frye and Gonzalez",Finance,Butlermouth,Dakota Smith,Tier 2,Senior
T0588,C002,Security,2024-11-04 16:32:38,2024-11-05 04:35:52.621137,48,Medium,A027,12.054061426944445,1,45,2024-11,179,2,"Dunn, Gomez and Harmon",Technology,Fordhaven,Timothy Smith,Tier 1,Mid
T0589,C029,Security,2025-02-18 14:33:58,2025-02-19 04:37:12.088830,48,High,A013,14.053913563888889,1,8,2025-02,73,3,Stuart and Sons,Education,Lake Meghan,Tyler Rivera,Tier 2,Senior
T0590,C027,Networking,2024-11-09 00:22:29,2024-11-09 06:25:44.826194,48,High,A025,6.054396165,1,45,2024-11,175,3,Strong LLC,Retail,East Megan,Heather Eaton,Tier 2,Mid
T0591,C020,Cloud Services,2025-01-31 09:41:40,2025-02-03 06:23:52.939314,48,Medium,A003,68.70359425388888,0,5,2025-01,91,2,"Garza, Lewis and Wilson",Education,Rodriguezburgh,Michael Lloyd,Tier 1,Junior
T0592,C026,Networking,2025-01-01 14:44:20,2025-01-01 17:35:30.314691,48,Medium,A013,2.8528651919444443,1,1,2025-01,121,2,Parker-Mitchell,Retail,South Charles,Tyler Rivera,Tier 2,Senior
T0593,C027,Networking,2024-11-12 17:46:47,2024-11-13 07:39:09.334984,48,Medium,A018,13.872870828888889,1,46,2024-11,171,2,Strong LLC,Retail,East Megan,Amy Santiago,Tier 2,Senior
T0594,C020,Cloud Services,2025-01-21 11:21:07,2025-01-26 02:57:42.077496,72,Low,A027,111.60974374888889,0,4,2025-01,101,1,"Garza, Lewis and Wilson",Education,Rodriguezburgh,Timothy Smith,Tier 1,Mid
T0595,C001,IT Support,2024-12-21 07:07:21,2024-12-21 19:06:04.150465,24,Low,A024,11.978652906944443,1,51,2024-12,132,1,"Reese, Brown and Carpenter",Education,North Chasefort,Kaitlyn Patrick,Tier 3,Junior
T0596,C005,Cloud Services,2024-12-19 20:04:42,2024-12-20 12:00:43.427712,72,Medium,A019,15.93372992,1,51,2024-12,134,2,Molina and Sons,Technology,Clarkport,Gina Garcia,Tier 2,Junior
T0597,C019,IT Support,2025-04-28 04:47:24,2025-04-29 07:33:42.464282,48,Medium,A015,26.77179563388889,1,18,2025-04,4,2,Smith Ltd,Healthcare,Jamesville,David Perkins,Tier 1,Junior
T0598,C005,IT Support,2025-02-22 23:09:46,2025-02-27 15:31:30.923975,72,Medium,A023,112.36247888194444,0,8,2025-02,69,2,Molina and Sons,Technology,Clarkport,Zachary Adams,Tier 3,Senior
T0599,C045,IT Support,2025-03-16 14:30:40,2025-03-17 21:33:45.099745,48,Low,A016,31.051416595833334,1,11,2025-03,47,1,"Holmes, Pace and Gomez",Finance,West Carolynberg,Erica Rich,Tier 3,Senior
T0600,C028,Networking,2025-01-12 10:26:31,2025-01-13 05:46:37.547704,72,Low,A004,19.335152139999998,1,2,2025-01,110,1,"Lee, Frye and Gonzalez",Finance,Butlermouth,Michelle Allen,Tier 3,Mid
T0601,C001,Security,2024-12-27 09:07:13,2024-12-28 01:54:55.809380,72,Low,A027,16.795224827777776,1,52,2024-12,126,1,"Reese, Brown and Carpenter",Education,North Chasefort,Timothy Smith,Tier 1,Mid
T0602,C034,IT Support,2025-01-31 11:11:31,2025-02-04 01:55:10.878205,48,Medium,A010,86.72774394583334,0,5,2025-01,91,2,Johnson-Baldwin,Healthcare,Yangborough,Donna Osborne DVM,Tier 2,Junior
T0603,C049,Security,2025-01-08 15:37:24,2025-01-12 03:13:39.746007,48,Low,A020,83.60437389083333,0,2,2025-01,114,1,Thomas Ltd,Finance,Cabreraport,Alexander Morton,Tier 2,Senior
T0604,C041,IT Support,2025-02-04 10:28:23,2025-02-05 13:03:16.557453,24,Medium,A028,26.581543736944443,0,6,2025-02,87,2,Brown-Hudson,Education,Karenmouth,Stefanie Palmer,Tier 2,Junior
T0605,C010,Cloud Services,2024-12-10 15:58:50,2024-12-12 03:27:45.909794,24,Low,A006,35.482197165,0,50,2024-12,143,1,Thompson Group,Technology,West Loganchester,Laura Ward,Tier 2,Junior
T0606,C022,Security,2025-04-25 03:48:17,2025-04-25 04:17:29.513746,48,Low,A012,0.4868093738888889,1,17,2025-04,7,1,Ochoa and Sons,Technology,North John,Lindsay Cook,Tier 2,Junior
T0607,C047,IT Support,2024-12-05 15:38:06,2024-12-06 03:49:33.922059,48,High,A023,12.191089460833332,1,49,2024-12,148,3,Morrison-Reyes,Finance,South Brenda,Zachary Adams,Tier 3,Senior
T0608,C037,IT Support,2025-02-11 06:27:56,2025-02-13 03:37:02.542758,72,Low,A019,45.151817432777776,1,7,2025-02,80,1,Bowen-Jones,Retail,East Alicia,Gina Garcia,Tier 2,Junior
T0609,C047,Networking,2024-12-20 04:20:03,2024-12-20 13:57:15.771548,48,Medium,A016,9.620214318888888,1,51,2024-12,133,2,Morrison-Reyes,Finance,South Brenda,Erica Rich,Tier 3,Senior
T0610,C021,Cloud Services,2025-03-06 23:52:26,2025-03-09 19:14:19.298140,48,Medium,A027,67.36480503888889,0,10,2025-03,57,2,Lopez and Sons,Finance,Stephensonbury,Timothy Smith,Tier 1,Mid
T0611,C032,Security,2024-12-31 08:13:56,2025-01-01 09:55:25.018086,72,Low,A030,25.691393912777777,1,1,2024-12,122,1,"Navarro, Franklin and Mosley",Education,Victoriaview,Kathleen Sullivan,Tier 1,Junior
T0612,C010,Networking,2024-11-03 08:52:48,2024-11-05 02:57:11.341522,72,Low,A004,42.07315042277778,1,44,2024-11,180,1,Thompson Group,Technology,West Loganchester,Michelle Allen,Tier 3,Mid
T0613,C021,IT Support,2024-11-08 19:03:49,2024-11-14 18:06:17.969573,48,Low,A001,143.04138043694445,0,45,2024-11,175,1,Lopez and Sons,Finance,Stephensonbury,Lisa Dennis,Tier 3,Mid
T0614,C017,IT Support,2025-02-18 18:06:10,2025-02-21 05:16:17.092030,24,Medium,A002,59.168636675,0,8,2025-02,73,2,Pollard-Simmons,Education,South Codyfurt,Michelle Henderson,Tier 3,Senior
T0615,C006,IT Support,2025-01-16 15:02:12,2025-01-19 00:22:58.534574,72,Low,A026,57.34625960388889,1,3,2025-01,106,1,Ward Ltd,Finance,Dicksonburgh,Dan Ryan,Tier 3,Senior
T0616,C017,Networking,2025-03-31 11:38:21,2025-04-03 02:18:22.904566,72,High,A029,62.66719571277778,1,14,2025-03,32,3,Pollard-Simmons,Education,South Codyfurt,Sherry Phillips,Tier 1,Senior
T0617,C020,Cloud Services,2024-11-20 01:54:15,2024-11-20 09:15:53.854954,48,Low,A017,7.360793042777777,1,47,2024-11,163,1,"Garza, Lewis and Wilson",Education,Rodriguezburgh,Brandi Fernandez,Tier 2,Senior
T0618,C047,IT Support,2024-11-07 14:31:17,2024-11-10 00:29:58.658121,72,High,A001,57.97823836694444,1,45,2024-11,176,3,Morrison-Reyes,Finance,South Brenda,Lisa Dennis,Tier 3,Mid
T0619,C036,Cloud Services,2025-04-22 15:56:28,2025-04-23 09:53:25.387559,48,Medium,A004,17.949274321944443,1,17,2025-04,10,2,Medina-Taylor,Technology,New Joshuabury,Michelle Allen,Tier 3,Mid
T0620,C035,Cloud Services,2025-02-05 08:44:23,2025-02-06 08:01:25.660845,24,Medium,A001,23.284072456944447,1,6,2025-02,86,2,"Hill, Kirby and Alvarado",Retail,Derekchester,Lisa Dennis,Tier 3,Mid
